lesson;cs;cs
14;FFDF;pFFDF
8;FFDG;pFFDG
19;FFDH;pFFDH
2;FFDI;pFFDI
6;FFDJ;pFFDJ
9;FFEA;pFFEA
1;FFEB;pFFEB
15;FFEC;pFFEC
17;FFED;pFFED
7;FFEE;pFFEE
4;FFEF;pFFEF
0;FFEG;pFFEG
3;FFEH;pFFEH
10;FFEI;pFFEI
7;FFEJ;pFFEJ
8;FFFA;pFFFA
18;FFFB;pFFFB
17;FFFC;pFFFC
4;FFFD;pFFFD
4;FFFE;pFFFE
13;FFFF;pFFFF
7;FFFG;pFFFG
4;FFFH;pFFFH
11;FFFI;pFFFI
12;FFFJ;pFFFJ
12;FFGA;pFFGA
3;FFGB;pFFGB
3;FFGC;pFFGC
18;FFGD;pFFGD
8;FFGE;pFFGE
14;FFGF;pFFGF
19;FFGG;pFFGG
0;FFGH;pFFGH
17;FFGI;pFFGI
16;FFGJ;pFFGJ
1;FFHA;pFFHA
12;FFHB;pFFHB
1;FFHC;pFFHC
18;FFHD;pFFHD
6;FFHE;pFFHE
10;FFHF;pFFHF
17;FFHG;pFFHG
5;FFHH;pFFHH
4;FFHI;pFFHI
9;FFHJ;pFFHJ
19;FFIA;pFFIA
16;FFIB;pFFIB
11;FFIC;pFFIC
14;FFID;pFFID
15;FFIE;pFFIE
3;FFIF;pFFIF
0;FFIG;pFFIG
8;FFIH;pFFIH
2;FFII;pFFII
0;FFIJ;pFFIJ
9;FFJA;pFFJA
11;FFJB;pFFJB
7;FFJC;pFFJC
16;FFJD;pFFJD
5;FFJE;pFFJE
19;FFJF;pFFJF
18;FFJG;pFFJG
3;FFJH;pFFJH
19;FFJI;pFFJI
3;FFJJ;pFFJJ
16;FGAA;pFGAA
15;FGAB;pFGAB
12;FGAC;pFGAC
7;FGAD;pFGAD
16;FGAE;pFGAE
10;FGAF;pFGAF
18;FGAG;pFGAG
13;FGAH;pFGAH
19;FGAI;pFGAI
3;FGAJ;pFGAJ
14;FGBA;pFGBA
7;FGBB;pFGBB
19;FGBC;pFGBC
0;FGBD;pFGBD
17;FGBE;pFGBE
2;FGBF;pFGBF
3;FGBG;pFGBG
5;FGBH;pFGBH
3;FGBI;pFGBI
13;FGBJ;pFGBJ
12;FGCA;pFGCA
11;FGCB;pFGCB
16;FGCC;pFGCC
17;FGCD;pFGCD
3;FGCE;pFGCE
17;FGCF;pFGCF
8;FGCG;pFGCG
7;FGCH;pFGCH
9;FGCI;pFGCI
15;FGCJ;pFGCJ
1;FGDA;pFGDA
7;FGDB;pFGDB
15;FGDC;pFGDC
9;FGDD;pFGDD
18;FGDE;pFGDE
19;FGDF;pFGDF
8;FGDG;pFGDG
6;FGDH;pFGDH
10;FGDI;pFGDI
7;FGDJ;pFGDJ
7;FGEA;pFGEA
18;FGEB;pFGEB
1;FGEC;pFGEC
8;FGED;pFGED
5;FGEE;pFGEE
1;FGEF;pFGEF
10;FGEG;pFGEG
10;FGEH;pFGEH
10;FGEI;pFGEI
14;FGEJ;pFGEJ
10;FGFA;pFGFA
19;FGFB;pFGFB
15;FGFC;pFGFC
10;FGFD;pFGFD
12;FGFE;pFGFE
13;FGFF;pFGFF
8;FGFG;pFGFG
12;FGFH;pFGFH
13;FGFI;pFGFI
2;FGFJ;pFGFJ
15;FGGA;pFGGA
0;FGGB;pFGGB
2;FGGC;pFGGC
2;FGGD;pFGGD
13;FGGE;pFGGE
6;FGGF;pFGGF
0;FGGG;pFGGG
17;FGGH;pFGGH
7;FGGI;pFGGI
18;FGGJ;pFGGJ
11;FGHA;pFGHA
11;FGHB;pFGHB
12;FGHC;pFGHC
18;FGHD;pFGHD
2;FGHE;pFGHE
0;FGHF;pFGHF
13;FGHG;pFGHG
4;FGHH;pFGHH
1;FGHI;pFGHI
11;FGHJ;pFGHJ
9;FGIA;pFGIA
17;FGIB;pFGIB
4;FGIC;pFGIC
18;FGID;pFGID
13;FGIE;pFGIE
12;FGIF;pFGIF
12;FGIG;pFGIG
7;FGIH;pFGIH
3;FGII;pFGII
3;FGIJ;pFGIJ
12;FGJA;pFGJA
13;FGJB;pFGJB
19;FGJC;pFGJC
7;FGJD;pFGJD
18;FGJE;pFGJE
18;FGJF;pFGJF
10;FGJG;pFGJG
2;FGJH;pFGJH
9;FGJI;pFGJI
8;FGJJ;pFGJJ
19;FHAA;pFHAA
14;FHAB;pFHAB
12;FHAC;pFHAC
17;FHAD;pFHAD
14;FHAE;pFHAE
11;FHAF;pFHAF
16;FHAG;pFHAG
3;FHAH;pFHAH
11;FHAI;pFHAI
13;FHAJ;pFHAJ
19;FHBA;pFHBA
16;FHBB;pFHBB
10;FHBC;pFHBC
15;FHBD;pFHBD
18;FHBE;pFHBE
7;FHBF;pFHBF
16;FHBG;pFHBG
3;FHBH;pFHBH
1;FHBI;pFHBI
7;FHBJ;pFHBJ
6;FHCA;pFHCA
19;FHCB;pFHCB
12;FHCC;pFHCC
7;FHCD;pFHCD
9;FHCE;pFHCE
15;FHCF;pFHCF
4;FHCG;pFHCG
2;FHCH;pFHCH
10;FHCI;pFHCI
1;FHCJ;pFHCJ
13;FHDA;pFHDA
12;FHDB;pFHDB
14;FHDC;pFHDC
9;FHDD;pFHDD
14;FHDE;pFHDE
14;FHDF;pFHDF
5;FHDG;pFHDG
17;FHDH;pFHDH
8;FHDI;pFHDI
18;FHDJ;pFHDJ
10;FHEA;pFHEA
4;FHEB;pFHEB
0;FHEC;pFHEC
13;FHED;pFHED
7;FHEE;pFHEE
16;FHEF;pFHEF
4;FHEG;pFHEG
1;FHEH;pFHEH
7;FHEI;pFHEI
1;FHEJ;pFHEJ
6;FHFA;pFHFA
10;FHFB;pFHFB
15;FHFC;pFHFC
16;FHFD;pFHFD
1;FHFE;pFHFE
9;FHFF;pFHFF
5;FHFG;pFHFG
14;FHFH;pFHFH
8;FHFI;pFHFI
11;FHFJ;pFHFJ
17;FHGA;pFHGA
2;FHGB;pFHGB
2;FHGC;pFHGC
2;FHGD;pFHGD
2;FHGE;pFHGE
9;FHGF;pFHGF
9;FHGG;pFHGG
12;FHGH;pFHGH
17;FHGI;pFHGI
11;FHGJ;pFHGJ
13;FHHA;pFHHA
12;FHHB;pFHHB
0;FHHC;pFHHC
0;FHHD;pFHHD
7;FHHE;pFHHE
19;FHHF;pFHHF
14;FHHG;pFHHG
8;FHHH;pFHHH
1;FHHI;pFHHI
4;FHHJ;pFHHJ
17;FHIA;pFHIA
12;FHIB;pFHIB
8;FHIC;pFHIC
19;FHID;pFHID
16;FHIE;pFHIE
10;FHIF;pFHIF
13;FHIG;pFHIG
6;FHIH;pFHIH
15;FHII;pFHII
3;FHIJ;pFHIJ
0;FHJA;pFHJA
7;FHJB;pFHJB
7;FHJC;pFHJC
18;FHJD;pFHJD
14;FHJE;pFHJE
0;FHJF;pFHJF
10;FHJG;pFHJG
8;FHJH;pFHJH
0;FHJI;pFHJI
1;FHJJ;pFHJJ
18;FIAA;pFIAA
6;FIAB;pFIAB
8;FIAC;pFIAC
2;FIAD;pFIAD
9;FIAE;pFIAE
6;FIAF;pFIAF
12;FIAG;pFIAG
17;FIAH;pFIAH
1;FIAI;pFIAI
3;FIAJ;pFIAJ
17;FIBA;pFIBA
8;FIBB;pFIBB
0;FIBC;pFIBC
18;FIBD;pFIBD
2;FIBE;pFIBE
6;FIBF;pFIBF
7;FIBG;pFIBG
9;FIBH;pFIBH
17;FIBI;pFIBI
10;FIBJ;pFIBJ
3;FICA;pFICA
13;FICB;pFICB
5;FICC;pFICC
1;FICD;pFICD
8;FICE;pFICE
9;FICF;pFICF
13;FICG;pFICG
17;FICH;pFICH
18;FICI;pFICI
7;FICJ;pFICJ
0;FIDA;pFIDA
1;FIDB;pFIDB
4;FIDC;pFIDC
2;FIDD;pFIDD
9;FIDE;pFIDE
11;FIDF;pFIDF
7;FIDG;pFIDG
11;FIDH;pFIDH
12;FIDI;pFIDI
11;FIDJ;pFIDJ
14;FIEA;pFIEA
16;FIEB;pFIEB
6;FIEC;pFIEC
10;FIED;pFIED
7;FIEE;pFIEE
12;FIEF;pFIEF
9;FIEG;pFIEG
19;FIEH;pFIEH
15;FIEI;pFIEI
16;FIEJ;pFIEJ
16;FIFA;pFIFA
9;FIFB;pFIFB
17;FIFC;pFIFC
5;FIFD;pFIFD
18;FIFE;pFIFE
10;FIFF;pFIFF
12;FIFG;pFIFG
11;FIFH;pFIFH
8;FIFI;pFIFI
2;FIFJ;pFIFJ
14;FIGA;pFIGA
9;FIGB;pFIGB
8;FIGC;pFIGC
15;FIGD;pFIGD
3;FIGE;pFIGE
15;FIGF;pFIGF
3;FIGG;pFIGG
19;FIGH;pFIGH
3;FIGI;pFIGI
5;FIGJ;pFIGJ
15;FIHA;pFIHA
10;FIHB;pFIHB
7;FIHC;pFIHC
12;FIHD;pFIHD
9;FIHE;pFIHE
9;FIHF;pFIHF
2;FIHG;pFIHG
5;FIHH;pFIHH
1;FIHI;pFIHI
7;FIHJ;pFIHJ
15;FIIA;pFIIA
4;FIIB;pFIIB
0;FIIC;pFIIC
8;FIID;pFIID
9;FIIE;pFIIE
11;FIIF;pFIIF
17;FIIG;pFIIG
12;FIIH;pFIIH
16;FIII;pFIII
12;FIIJ;pFIIJ
11;FIJA;pFIJA
9;FIJB;pFIJB
6;FIJC;pFIJC
4;FIJD;pFIJD
9;FIJE;pFIJE
15;FIJF;pFIJF
4;FIJG;pFIJG
9;FIJH;pFIJH
7;FIJI;pFIJI
6;FIJJ;pFIJJ
13;FJAA;pFJAA
8;FJAB;pFJAB
12;FJAC;pFJAC
13;FJAD;pFJAD
15;FJAE;pFJAE
7;FJAF;pFJAF
9;FJAG;pFJAG
10;FJAH;pFJAH
1;FJAI;pFJAI
19;FJAJ;pFJAJ
5;FJBA;pFJBA
2;FJBB;pFJBB
5;FJBC;pFJBC
17;FJBD;pFJBD
13;FJBE;pFJBE
18;FJBF;pFJBF
7;FJBG;pFJBG
18;FJBH;pFJBH
18;FJBI;pFJBI
2;FJBJ;pFJBJ
14;FJCA;pFJCA
7;FJCB;pFJCB
9;FJCC;pFJCC
1;FJCD;pFJCD
2;FJCE;pFJCE
18;FJCF;pFJCF
10;FJCG;pFJCG
17;FJCH;pFJCH
1;FJCI;pFJCI
11;FJCJ;pFJCJ
8;FJDA;pFJDA
9;FJDB;pFJDB
9;FJDC;pFJDC
18;FJDD;pFJDD
8;FJDE;pFJDE
4;FJDF;pFJDF
6;FJDG;pFJDG
5;FJDH;pFJDH
8;FJDI;pFJDI
12;FJDJ;pFJDJ
12;FJEA;pFJEA
12;FJEB;pFJEB
6;FJEC;pFJEC
18;FJED;pFJED
0;FJEE;pFJEE
7;FJEF;pFJEF
12;FJEG;pFJEG
4;FJEH;pFJEH
8;FJEI;pFJEI
4;FJEJ;pFJEJ
2;FJFA;pFJFA
8;FJFB;pFJFB
7;FJFC;pFJFC
2;FJFD;pFJFD
10;FJFE;pFJFE
3;FJFF;pFJFF
2;FJFG;pFJFG
13;FJFH;pFJFH
8;FJFI;pFJFI
6;FJFJ;pFJFJ
4;FJGA;pFJGA
14;FJGB;pFJGB
19;FJGC;pFJGC
11;FJGD;pFJGD
0;FJGE;pFJGE
17;FJGF;pFJGF
14;FJGG;pFJGG
7;FJGH;pFJGH
4;FJGI;pFJGI
14;FJGJ;pFJGJ
2;FJHA;pFJHA
19;FJHB;pFJHB
3;FJHC;pFJHC
9;FJHD;pFJHD
7;FJHE;pFJHE
5;FJHF;pFJHF
12;FJHG;pFJHG
18;FJHH;pFJHH
17;FJHI;pFJHI
8;FJHJ;pFJHJ
2;FJIA;pFJIA
15;FJIB;pFJIB
5;FJIC;pFJIC
15;FJID;pFJID
16;FJIE;pFJIE
7;FJIF;pFJIF
0;FJIG;pFJIG
9;FJIH;pFJIH
10;FJII;pFJII
11;FJIJ;pFJIJ
15;FJJA;pFJJA
1;FJJB;pFJJB
11;FJJC;pFJJC
18;FJJD;pFJJD
7;FJJE;pFJJE
16;FJJF;pFJJF
0;FJJG;pFJJG
6;FJJH;pFJJH
11;FJJI;pFJJI
3;FJJJ;pFJJJ
5;GAAA;pGAAA
17;GAAB;pGAAB
4;GAAC;pGAAC
19;GAAD;pGAAD
15;GAAE;pGAAE
10;GAAF;pGAAF
17;GAAG;pGAAG
2;GAAH;pGAAH
17;GAAI;pGAAI
1;GAAJ;pGAAJ
7;GABA;pGABA
12;GABB;pGABB
7;GABC;pGABC
8;GABD;pGABD
2;GABE;pGABE
18;GABF;pGABF
15;GABG;pGABG
15;GABH;pGABH
16;GABI;pGABI
2;GABJ;pGABJ
10;GACA;pGACA
12;GACB;pGACB
14;GACC;pGACC
14;GACD;pGACD
16;GACE;pGACE
7;GACF;pGACF
5;GACG;pGACG
13;GACH;pGACH
3;GACI;pGACI
1;GACJ;pGACJ
10;GADA;pGADA
3;GADB;pGADB
5;GADC;pGADC
16;GADD;pGADD
10;GADE;pGADE
5;GADF;pGADF
10;GADG;pGADG
3;GADH;pGADH
11;GADI;pGADI
6;GADJ;pGADJ
19;GAEA;pGAEA
13;GAEB;pGAEB
15;GAEC;pGAEC
0;GAED;pGAED
1;GAEE;pGAEE
11;GAEF;pGAEF
18;GAEG;pGAEG
13;GAEH;pGAEH
2;GAEI;pGAEI
13;GAEJ;pGAEJ
5;GAFA;pGAFA
11;GAFB;pGAFB
6;GAFC;pGAFC
10;GAFD;pGAFD
13;GAFE;pGAFE
10;GAFF;pGAFF
5;GAFG;pGAFG
1;GAFH;pGAFH
5;GAFI;pGAFI
13;GAFJ;pGAFJ
3;GAGA;pGAGA
10;GAGB;pGAGB
12;GAGC;pGAGC
12;GAGD;pGAGD
16;GAGE;pGAGE
1;GAGF;pGAGF
19;GAGG;pGAGG
4;GAGH;pGAGH
1;GAGI;pGAGI
19;GAGJ;pGAGJ
6;GAHA;pGAHA
7;GAHB;pGAHB
2;GAHC;pGAHC
18;GAHD;pGAHD
0;GAHE;pGAHE
18;GAHF;pGAHF
2;GAHG;pGAHG
12;GAHH;pGAHH
8;GAHI;pGAHI
13;GAHJ;pGAHJ
8;GAIA;pGAIA
15;GAIB;pGAIB
9;GAIC;pGAIC
14;GAID;pGAID
15;GAIE;pGAIE
7;GAIF;pGAIF
5;GAIG;pGAIG
8;GAIH;pGAIH
12;GAII;pGAII
11;GAIJ;pGAIJ
6;GAJA;pGAJA
8;GAJB;pGAJB
18;GAJC;pGAJC
1;GAJD;pGAJD
13;GAJE;pGAJE
5;GAJF;pGAJF
18;GAJG;pGAJG
13;GAJH;pGAJH
4;GAJI;pGAJI
17;GAJJ;pGAJJ
5;GBAA;pGBAA
16;GBAB;pGBAB
17;GBAC;pGBAC
0;GBAD;pGBAD
11;GBAE;pGBAE
12;GBAF;pGBAF
11;GBAG;pGBAG
4;GBAH;pGBAH
12;GBAI;pGBAI
10;GBAJ;pGBAJ
13;GBBA;pGBBA
9;GBBB;pGBBB
4;GBBC;pGBBC
15;GBBD;pGBBD
0;GBBE;pGBBE
18;GBBF;pGBBF
7;GBBG;pGBBG
9;GBBH;pGBBH
18;GBBI;pGBBI
16;GBBJ;pGBBJ
4;GBCA;pGBCA
10;GBCB;pGBCB
0;GBCC;pGBCC
15;GBCD;pGBCD
19;GBCE;pGBCE
1;GBCF;pGBCF
0;GBCG;pGBCG
2;GBCH;pGBCH
11;GBCI;pGBCI
19;GBCJ;pGBCJ
12;GBDA;pGBDA
2;GBDB;pGBDB
16;GBDC;pGBDC
4;GBDD;pGBDD
17;GBDE;pGBDE
2;GBDF;pGBDF
12;GBDG;pGBDG
7;GBDH;pGBDH
3;GBDI;pGBDI
10;GBDJ;pGBDJ
1;GBEA;pGBEA
19;GBEB;pGBEB
16;GBEC;pGBEC
9;GBED;pGBED
16;GBEE;pGBEE
18;GBEF;pGBEF
3;GBEG;pGBEG
3;GBEH;pGBEH
0;GBEI;pGBEI
2;GBEJ;pGBEJ
0;GBFA;pGBFA
11;GBFB;pGBFB
4;GBFC;pGBFC
11;GBFD;pGBFD
9;GBFE;pGBFE
13;GBFF;pGBFF
5;GBFG;pGBFG
12;GBFH;pGBFH
2;GBFI;pGBFI
19;GBFJ;pGBFJ
4;GBGA;pGBGA
17;GBGB;pGBGB
16;GBGC;pGBGC
17;GBGD;pGBGD
15;GBGE;pGBGE
12;GBGF;pGBGF
18;GBGG;pGBGG
3;GBGH;pGBGH
14;GBGI;pGBGI
10;GBGJ;pGBGJ
5;GBHA;pGBHA
2;GBHB;pGBHB
16;GBHC;pGBHC
5;GBHD;pGBHD
18;GBHE;pGBHE
1;GBHF;pGBHF
15;GBHG;pGBHG
0;GBHH;pGBHH
6;GBHI;pGBHI
14;GBHJ;pGBHJ
8;GBIA;pGBIA
7;GBIB;pGBIB
17;GBIC;pGBIC
15;GBID;pGBID
18;GBIE;pGBIE
7;GBIF;pGBIF
18;GBIG;pGBIG
14;GBIH;pGBIH
18;GBII;pGBII
0;GBIJ;pGBIJ
2;GBJA;pGBJA
9;GBJB;pGBJB
19;GBJC;pGBJC
13;GBJD;pGBJD
11;GBJE;pGBJE
6;GBJF;pGBJF
11;GBJG;pGBJG
19;GBJH;pGBJH
11;GBJI;pGBJI
6;GBJJ;pGBJJ
6;GCAA;pGCAA
7;GCAB;pGCAB
1;GCAC;pGCAC
6;GCAD;pGCAD
17;GCAE;pGCAE
1;GCAF;pGCAF
11;GCAG;pGCAG
10;GCAH;pGCAH
1;GCAI;pGCAI
5;GCAJ;pGCAJ
4;GCBA;pGCBA
14;GCBB;pGCBB
13;GCBC;pGCBC
15;GCBD;pGCBD
8;GCBE;pGCBE
19;GCBF;pGCBF
1;GCBG;pGCBG
1;GCBH;pGCBH
6;GCBI;pGCBI
3;GCBJ;pGCBJ
9;GCCA;pGCCA
14;GCCB;pGCCB
17;GCCC;pGCCC
11;GCCD;pGCCD
6;GCCE;pGCCE
0;GCCF;pGCCF
18;GCCG;pGCCG
3;GCCH;pGCCH
7;GCCI;pGCCI
11;GCCJ;pGCCJ
9;GCDA;pGCDA
15;GCDB;pGCDB
10;GCDC;pGCDC
12;GCDD;pGCDD
6;GCDE;pGCDE
1;GCDF;pGCDF
16;GCDG;pGCDG
11;GCDH;pGCDH
2;GCDI;pGCDI
7;GCDJ;pGCDJ
18;GCEA;pGCEA
13;GCEB;pGCEB
2;GCEC;pGCEC
19;GCED;pGCED
10;GCEE;pGCEE
16;GCEF;pGCEF
3;GCEG;pGCEG
16;GCEH;pGCEH
9;GCEI;pGCEI
8;GCEJ;pGCEJ
10;GCFA;pGCFA
15;GCFB;pGCFB
10;GCFC;pGCFC
5;GCFD;pGCFD
10;GCFE;pGCFE
5;GCFF;pGCFF
11;GCFG;pGCFG
10;GCFH;pGCFH
1;GCFI;pGCFI
10;GCFJ;pGCFJ
2;GCGA;pGCGA
14;GCGB;pGCGB
19;GCGC;pGCGC
11;GCGD;pGCGD
8;GCGE;pGCGE
14;GCGF;pGCGF
5;GCGG;pGCGG
16;GCGH;pGCGH
9;GCGI;pGCGI
10;GCGJ;pGCGJ
0;GCHA;pGCHA
13;GCHB;pGCHB
10;GCHC;pGCHC
15;GCHD;pGCHD
11;GCHE;pGCHE
14;GCHF;pGCHF
2;GCHG;pGCHG
0;GCHH;pGCHH
2;GCHI;pGCHI
0;GCHJ;pGCHJ
2;GCIA;pGCIA
11;GCIB;pGCIB
5;GCIC;pGCIC
14;GCID;pGCID
9;GCIE;pGCIE
3;GCIF;pGCIF
14;GCIG;pGCIG
8;GCIH;pGCIH
16;GCII;pGCII
19;GCIJ;pGCIJ
7;GCJA;pGCJA
2;GCJB;pGCJB
6;GCJC;pGCJC
10;GCJD;pGCJD
2;GCJE;pGCJE
9;GCJF;pGCJF
6;GCJG;pGCJG
9;GCJH;pGCJH
9;GCJI;pGCJI
6;GCJJ;pGCJJ
16;GDAA;pGDAA
12;GDAB;pGDAB
12;GDAC;pGDAC
7;GDAD;pGDAD
5;GDAE;pGDAE
12;GDAF;pGDAF
16;GDAG;pGDAG
17;GDAH;pGDAH
11;GDAI;pGDAI
0;GDAJ;pGDAJ
15;GDBA;pGDBA
6;GDBB;pGDBB
8;GDBC;pGDBC
11;GDBD;pGDBD
17;GDBE;pGDBE
8;GDBF;pGDBF
2;GDBG;pGDBG
6;GDBH;pGDBH
1;GDBI;pGDBI
15;GDBJ;pGDBJ
11;GDCA;pGDCA
11;GDCB;pGDCB
8;GDCC;pGDCC
0;GDCD;pGDCD
18;GDCE;pGDCE
13;GDCF;pGDCF
5;GDCG;pGDCG
1;GDCH;pGDCH
18;GDCI;pGDCI
0;GDCJ;pGDCJ
11;GDDA;pGDDA
19;GDDB;pGDDB
9;GDDC;pGDDC
15;GDDD;pGDDD
15;GDDE;pGDDE
1;GDDF;pGDDF
7;GDDG;pGDDG
0;GDDH;pGDDH
16;GDDI;pGDDI
7;GDDJ;pGDDJ
16;GDEA;pGDEA
0;GDEB;pGDEB
7;GDEC;pGDEC
6;GDED;pGDED
11;GDEE;pGDEE
8;GDEF;pGDEF
6;GDEG;pGDEG
18;GDEH;pGDEH
13;GDEI;pGDEI
7;GDEJ;pGDEJ
10;GDFA;pGDFA
6;GDFB;pGDFB
2;GDFC;pGDFC
9;GDFD;pGDFD
1;GDFE;pGDFE
3;GDFF;pGDFF
14;GDFG;pGDFG
12;GDFH;pGDFH
5;GDFI;pGDFI
16;GDFJ;pGDFJ
14;GDGA;pGDGA
1;GDGB;pGDGB
2;GDGC;pGDGC
15;GDGD;pGDGD
12;GDGE;pGDGE
12;GDGF;pGDGF
4;GDGG;pGDGG
3;GDGH;pGDGH
8;GDGI;pGDGI
15;GDGJ;pGDGJ
16;GDHA;pGDHA
13;GDHB;pGDHB
17;GDHC;pGDHC
16;GDHD;pGDHD
16;GDHE;pGDHE
5;GDHF;pGDHF
4;GDHG;pGDHG
14;GDHH;pGDHH
2;GDHI;pGDHI
11;GDHJ;pGDHJ
18;GDIA;pGDIA
6;GDIB;pGDIB
14;GDIC;pGDIC
14;GDID;pGDID
12;GDIE;pGDIE
11;GDIF;pGDIF
18;GDIG;pGDIG
7;GDIH;pGDIH
6;GDII;pGDII
10;GDIJ;pGDIJ
18;GDJA;pGDJA
0;GDJB;pGDJB
12;GDJC;pGDJC
2;GDJD;pGDJD
19;GDJE;pGDJE
7;GDJF;pGDJF
9;GDJG;pGDJG
11;GDJH;pGDJH
4;GDJI;pGDJI
2;GDJJ;pGDJJ
9;GEAA;pGEAA
5;GEAB;pGEAB
12;GEAC;pGEAC
17;GEAD;pGEAD
6;GEAE;pGEAE
15;GEAF;pGEAF
6;GEAG;pGEAG
6;GEAH;pGEAH
1;GEAI;pGEAI
5;GEAJ;pGEAJ
10;GEBA;pGEBA
7;GEBB;pGEBB
17;GEBC;pGEBC
15;GEBD;pGEBD
0;GEBE;pGEBE
1;GEBF;pGEBF
9;GEBG;pGEBG
7;GEBH;pGEBH
19;GEBI;pGEBI
8;GEBJ;pGEBJ
10;GECA;pGECA
9;GECB;pGECB
11;GECC;pGECC
0;GECD;pGECD
3;GECE;pGECE
8;GECF;pGECF
17;GECG;pGECG
18;GECH;pGECH
16;GECI;pGECI
8;GECJ;pGECJ
6;GEDA;pGEDA
17;GEDB;pGEDB
12;GEDC;pGEDC
9;GEDD;pGEDD
15;GEDE;pGEDE
6;GEDF;pGEDF
11;GEDG;pGEDG
19;GEDH;pGEDH
5;GEDI;pGEDI
18;GEDJ;pGEDJ
19;GEEA;pGEEA
16;GEEB;pGEEB
17;GEEC;pGEEC
3;GEED;pGEED
15;GEEE;pGEEE
6;GEEF;pGEEF
17;GEEG;pGEEG
2;GEEH;pGEEH
0;GEEI;pGEEI
9;GEEJ;pGEEJ
14;GEFA;pGEFA
7;GEFB;pGEFB
6;GEFC;pGEFC
15;GEFD;pGEFD
13;GEFE;pGEFE
5;GEFF;pGEFF
7;GEFG;pGEFG
11;GEFH;pGEFH
17;GEFI;pGEFI
8;GEFJ;pGEFJ
10;GEGA;pGEGA
6;GEGB;pGEGB
7;GEGC;pGEGC
16;GEGD;pGEGD
19;GEGE;pGEGE
12;GEGF;pGEGF
2;GEGG;pGEGG
1;GEGH;pGEGH
0;GEGI;pGEGI
10;GEGJ;pGEGJ
12;GEHA;pGEHA
3;GEHB;pGEHB
7;GEHC;pGEHC
12;GEHD;pGEHD
8;GEHE;pGEHE
14;GEHF;pGEHF
18;GEHG;pGEHG
6;GEHH;pGEHH
12;GEHI;pGEHI
10;GEHJ;pGEHJ
15;GEIA;pGEIA
7;GEIB;pGEIB
6;GEIC;pGEIC
7;GEID;pGEID
18;GEIE;pGEIE
17;GEIF;pGEIF
3;GEIG;pGEIG
9;GEIH;pGEIH
12;GEII;pGEII
14;GEIJ;pGEIJ
3;GEJA;pGEJA
18;GEJB;pGEJB
1;GEJC;pGEJC
18;GEJD;pGEJD
7;GEJE;pGEJE
4;GEJF;pGEJF
8;GEJG;pGEJG
7;GEJH;pGEJH
0;GEJI;pGEJI
12;GEJJ;pGEJJ
9;GFAA;pGFAA
1;GFAB;pGFAB
11;GFAC;pGFAC
7;GFAD;pGFAD
3;GFAE;pGFAE
9;GFAF;pGFAF
6;GFAG;pGFAG
1;GFAH;pGFAH
16;GFAI;pGFAI
12;GFAJ;pGFAJ
10;GFBA;pGFBA
15;GFBB;pGFBB
5;GFBC;pGFBC
12;GFBD;pGFBD
13;GFBE;pGFBE
1;GFBF;pGFBF
2;GFBG;pGFBG
19;GFBH;pGFBH
10;GFBI;pGFBI
7;GFBJ;pGFBJ
10;GFCA;pGFCA
3;GFCB;pGFCB
6;GFCC;pGFCC
11;GFCD;pGFCD
11;GFCE;pGFCE
16;GFCF;pGFCF
5;GFCG;pGFCG
12;GFCH;pGFCH
13;GFCI;pGFCI
19;GFCJ;pGFCJ
2;GFDA;pGFDA
13;GFDB;pGFDB
10;GFDC;pGFDC
16;GFDD;pGFDD
7;GFDE;pGFDE
6;GFDF;pGFDF
9;GFDG;pGFDG
7;GFDH;pGFDH
5;GFDI;pGFDI
6;GFDJ;pGFDJ
15;GFEA;pGFEA
16;GFEB;pGFEB
18;GFEC;pGFEC
0;GFED;pGFED
6;GFEE;pGFEE
7;GFEF;pGFEF
12;GFEG;pGFEG
4;GFEH;pGFEH
6;GFEI;pGFEI
17;GFEJ;pGFEJ
5;GFFA;pGFFA
8;GFFB;pGFFB
9;GFFC;pGFFC
8;GFFD;pGFFD
15;GFFE;pGFFE
15;GFFF;pGFFF
10;GFFG;pGFFG
12;GFFH;pGFFH
14;GFFI;pGFFI
4;GFFJ;pGFFJ
16;GFGA;pGFGA
11;GFGB;pGFGB
19;GFGC;pGFGC
4;GFGD;pGFGD
8;GFGE;pGFGE
10;GFGF;pGFGF
8;GFGG;pGFGG
6;GFGH;pGFGH
19;GFGI;pGFGI
18;GFGJ;pGFGJ
17;GFHA;pGFHA
15;GFHB;pGFHB
17;GFHC;pGFHC
18;GFHD;pGFHD
9;GFHE;pGFHE
6;GFHF;pGFHF
19;GFHG;pGFHG
13;GFHH;pGFHH
10;GFHI;pGFHI
8;GFHJ;pGFHJ
7;GFIA;pGFIA
14;GFIB;pGFIB
1;GFIC;pGFIC
14;GFID;pGFID
9;GFIE;pGFIE
18;GFIF;pGFIF
1;GFIG;pGFIG
7;GFIH;pGFIH
4;GFII;pGFII
10;GFIJ;pGFIJ
9;GFJA;pGFJA
13;GFJB;pGFJB
15;GFJC;pGFJC
10;GFJD;pGFJD
0;GFJE;pGFJE
12;GFJF;pGFJF
1;GFJG;pGFJG
5;GFJH;pGFJH
5;GFJI;pGFJI
5;GFJJ;pGFJJ
15;GGAA;pGGAA
13;GGAB;pGGAB
15;GGAC;pGGAC
8;GGAD;pGGAD
4;GGAE;pGGAE
14;GGAF;pGGAF
19;GGAG;pGGAG
